stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type
2211,P-0479,Prol. Luis Pasteur/Cto. Lázaro Cardenas,20.558041336253,-100.38315909998,0
2212,P-0474,Luis Pasteur/Calle 13,20.560536623048,-100.38307601315,0
2213,P-0525,Prol. Luis Pasteur/Calle 5,20.564665461077,-100.38295194832,0
2214,P-0470,Prol. Luis Pasteur/Av. 26,20.5665,-100.3829,0
2215,P-0469,Luis Pasteur Sur/San Diego de Los Padres,20.568179595443,-100.38283297192,0
2216,P-0446,Av. del Parque/Terranova Iv,20.570554672822,-100.38183052466,0
2362,P-0929,Blvd. de Las Américas/Bodega Aurrera,20.553351,-100.3948713,0
2363,P-0927,Blvd. de Las Américas/Río Balsas,20.55088622,-100.3935428,0
2364,P-0925,Blvd. de Las Américas/Río Mayo,20.54865982,-100.3923866,0
2365,P-0854,Blvd. de Las Américas/Calle Cerro del Zamorano,20.546329388279,-100.39109997405,0
2773,P-1800,Mercado Santa Rosa,20.744362727007,-100.45023825177,0
2739,P-1120,Av. de la Luz/Av. Orquídeas,20.62746901,-100.478917,0
2740,P-1121,Av. de la Luz/Av. Chulavista,20.628746890772,-100.47524952453,0
2741,P-1122,Av. de la Luz/Cordillera Himalaya,20.63046096,-100.4702282,0
2874,P-1254,Calle Santiago Zacatlán/Portal de Samaniego,20.65753148,-100.3924017,0
2188,P-0624,San Pablo,20.642368781148,-100.41628181755,0
2752,P-1036,Palma,20.64804774,-100.4269802,0
2189,P-0625,Blvd. de la Nación/Taquiños,20.64472573061,-100.42772844599,0
2607,P-1037,Vesubio,20.63977606,-100.444544,0
2608,P-1039,Cascada,20.63875143,-100.4473259,0
2570,P-1041,Fuentes,20.63700092,-100.452281,0
2571,P-1043,Cerro del Capulín,20.63569072,-100.4560865,0
2609,P-1045,Nahuas,20.63435989,-100.4599645,0
2743,P-1700A,Toltecas,20.63320741,-100.4632974,0
3208,P-1362,Vicente Guerrero/20 de Noviembre,20.74496862,-100.4507961,0
3209,P-1359,20 de Noviembre/Calle José Ma. Morelos,20.74518545,-100.4501275,0
3210,P-1364,20 de Noviembre/Independencia Norte,20.74530713,-100.4466904,0
2759,P-0526,Calle Luis Pasteur Sur/Bugambilias,20.550693338306,-100.37750096741,0
